0.00082169,0.0012353,0.0094178
0.0016434,0.012971,0.0094178
0.0016434,0.01853,0.0094178
0.0016434,0.017912,0.0094178
0.0016434,0.017912,0.0094178
0.0016434,0.020383,0.0094178
0.0016434,0.019148,0.0094178
0.0016434,0.017295,0.0094178
0.0016434,0.016677,0.0094178
0.0016434,0.017295,0.0094178
0.0016434,0.01853,0.0094178
0.0016434,0.019765,0.0094178
0.0016434,0.021001,0.0094178
0.0016434,0.020383,0.0094178
0.0016434,0.020383,0.0094178
0.0016434,0.019765,0.58027
0.0065735,0.069179,0.58027
0.0057518,0.097591,0.58027
0.016434,0.12539,0.58027
0.024651,0.15195,0.58027
0.037798,0.17418,0.58027
0.049302,0.19518,0.58027
0.061627,0.21371,0.58027
0.074774,0.23224,0.58027
0.087921,0.24954,0.58027
0.10107,0.26621,0.58027
0.11339,0.28042,0.58027
0.12736,0.29401,0.58027
0.13969,0.30698,0.58027
0.15283,0.31995,0.58027
0.16516,0.33292,0.75397
0.17831,0.35269,0.75397
0.19145,0.37369,0.75397
0.20542,0.39222,0.75397
0.21857,0.41075,0.75397
0.23254,0.42804,0.75397
0.24651,0.44534,0.75397
0.26048,0.46078,0.75397
0.27445,0.4756,0.75397
0.28841,0.49043,0.75397
0.30238,0.50401,0.75397
0.31635,0.51575,0.75397
0.3295,0.52934,0.75397
0.34182,0.54169,0.75397
0.35333,0.55405,0.75397
0.36647,0.56516,0.79421
0.3788,0.57752,0.79421
0.39195,0.58925,0.79421
0.40509,0.60284,0.79421
0.4166,0.61458,0.79421
0.4281,0.62508,0.79421
0.43961,0.63496,0.79421
0.45111,0.64484,0.79421
0.46261,0.65473,0.79421
0.47494,0.66337,0.79421
0.48644,0.6714,0.79421
0.49795,0.68005,0.79421
0.50781,0.68808,0.79421
0.52013,0.69549,0.79421
0.53164,0.70352,0.79421
0.54232,0.7097,0.079656
0.55053,0.65349,0.079656
0.55875,0.60778,0.079656
0.56368,0.56702,0.079656
0.56697,0.52934,0.079656
0.56861,0.49166,0.079656
0.56779,0.4546,0.079656
0.56532,0.41816,0.079656
0.55957,0.38233,0.079656
0.553,0.3496,0.079656
0.54478,0.32119,0.079656
0.53492,0.29401,0.079656
0.5226,0.2656,0.079656
0.50863,0.2378,0.079656
0.49384,0.21618,0.079656
0.4774,0.19642,0.84512
0.46179,0.2483,0.84512
0.44864,0.28042,0.84512
0.43878,0.3113,0.84512
0.43221,0.34033,0.84512
0.4281,0.36936,0.84512
0.42564,0.39469,0.84512
0.42482,0.41878,0.84512
0.42564,0.44225,0.84512
0.42728,0.46387,0.84512
0.43139,0.48487,0.84512
0.4355,0.50525,0.84512
0.44043,0.52378,0.84512
0.44618,0.54355,0.84512
0.45275,0.56146,0.84512
0.46097,0.57813,0.36766
0.46754,0.57011,0.36766
0.47412,0.55837,0.36766
0.47987,0.5491,0.36766
0.4848,0.53799,0.36766
0.48891,0.52625,0.36766
0.49302,0.51884,0.36766
0.49548,0.50896,0.36766
0.49795,0.50216,0.36766
0.49877,0.49166,0.36766
0.49959,0.4861,0.36766
0.50123,0.47746,0.36766
0.50123,0.47128,0.36766
0.50041,0.46325,0.36766
0.50041,0.45769,0.36766
0.49877,0.45151,0.62097
0.49795,0.45893,0.62097
0.49795,0.46695,0.62097
0.49712,0.47498,0.62097
0.49712,0.48301,0.62097
0.49795,0.48857,0.62097
0.49959,0.4966,0.62097
0.50041,0.50278,0.62097
0.50205,0.50957,0.62097
0.5037,0.5139,0.62097
0.50534,0.52131,0.62097
0.50781,0.52563,0.62097
0.50945,0.52996,0.62097
0.51191,0.53675,0.62097
0.5152,0.53922,0.62097
0.51849,0.54478,0.26853
0.52177,0.5281,0.26853
0.52424,0.51266,0.26853
0.52588,0.4966,0.26853
0.52671,0.4824,0.26853
0.52753,0.47004,0.26853
0.52671,0.45707,0.26853
0.52588,0.4441,0.26853
0.52342,0.43298,0.26853
0.52095,0.42125,0.26853
0.51767,0.41075,0.26853
0.51356,0.39963,0.26853
0.50945,0.39036,0.26853
0.50452,0.38172,0.26853
0.49959,0.37183,0.26853
0.49384,0.3638,0.80646
0.48891,0.38604,0.80646
0.4848,0.40889,0.80646
0.48151,0.43113,0.80646
0.48151,0.45151,0.80646
0.48151,0.4719,0.80646
0.48069,0.48981,0.80646
0.48316,0.50772,0.80646
0.48562,0.5244,0.80646
0.48973,0.54231,0.80646
0.49384,0.55775,0.80646
0.49877,0.57319,0.80646
0.5037,0.58802,0.80646
0.50945,0.60099,0.80646
0.51602,0.61519,0.80646
0.52342,0.62631,0.094816
0.52999,0.56949,0.094816
0.5341,0.52934,0.094816
0.53657,0.49166,0.094816
0.53739,0.45769,0.094816
0.53574,0.42125,0.094816
0.53328,0.39222,0.094816
0.52835,0.36195,0.094816
0.52095,0.3323,0.094816
0.51274,0.30883,0.094816
0.5037,0.28721,0.094816
0.49137,0.25818,0.094816
0.47823,0.23533,0.094816
0.46426,0.21371,0.094816
0.44864,0.19086,0.094816
